ERNv,Host,HighTaxon,LowTaxon,Virus,HostStageInfected,HostTissueInfected,Field,Country,IntermediateHost,CreationDate,ModificationDate,ProvinceA,PathogenValue,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,PathTaxID,PathGenus,PathFamily,PathOrder,PathClass,PathKingdom,Group
1496,Achaea janata,DNA virus,Baculoviridae,GV,Larva,,Field,Thailand,,1/29/2096,2/12/2099,,,378752,Achaea,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1497,Samia cynthia ricini,DNA virus,unknown,nonoccluded virus,Larva,midgut,Field,England,,1/29/2096,2/12/2099,,,63990,Samia,Saturniidae,Lepidoptera,Insecta,32644,NA,NA,NA,NA,NA,Virus
1498,Hyalophora cecropia,DNA virus,Baculoviridae,nonoccluded baculovirus,Larva,midgut,Field,England,,1/29/2096,2/12/2099,,,7123,Hyalophora,Saturniidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1499,Actias selene,DNA virus,unknown,nonoccluded virus,Larva,midgut,Field,England,,1/29/2096,2/12/2099,,,37776,Actias,Saturniidae,Lepidoptera,Insecta,32644,NA,NA,NA,NA,NA,Virus
1500,Antheraea pernyi,DNA virus,unknown,nonoccluded virus,Larva,midgut,Field,England,,1/29/2096,2/12/2099,,,7119,Antheraea,Saturniidae,Lepidoptera,Insecta,32644,NA,NA,NA,NA,NA,Virus
1501,Aedes taeniorhynchus,DNA virus,Iridoviridae,Aedes taeniorhynchus IV (orange),Larva,,Field,USA,,1/29/2096,2/12/2099,,,329105,Ochlerotatus,Culicidae,Diptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
1076,Melolontha melolontha,RNA virus,Reoviridae,CPV,,fatbody,Field,France,,1/29/2096,2/12/2099,,,7061,Melolontha,Scarabaeidae,Coleoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
1077,Euxoa auxiliaris,DNA virus,Parvoviridae,Euxoa auxiliaris DNV,,,Field,USA,,1/29/2096,2/12/2099,,,320027,Euxoa,Noctuidae,Lepidoptera,Insecta,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1502,Junonia coenia,DNA virus,Parvoviridae,Junonia coenia DNV,Larva,,Field,United Kingdom,,1/29/2096,2/12/2099,,,39708,Junonia,Nymphalidae,Lepidoptera,Insecta,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1078,Sibine fusca,DNA virus,Parvoviridae,Sibine fusca DNV,,Midgut epithelium,Field,United Kingdom,,1/29/2096,2/12/2099,,,NA,NA,NA,NA,NA,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1079,Bombyx mori,DNA virus,Parvoviridae,Bombyx mori DNV-3,,,Field,China,,1/29/2096,2/12/2099,,,7091,Bombyx,Bombycidae,Lepidoptera,Insecta,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1080,Diatraea saccharalis,DNA virus,Parvoviridae,Diatraea sacchara DNV,,,Field,Guadeloupe,,1/29/2096,12/28/2000,,,40085,Diatraea,Crambidae,Lepidoptera,Insecta,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1503,Pseudoplusia includens,DNA virus,Parvoviridae,Pseudoplusia includens DNV,Larva,"hemocyte, muscle, epidermis, fat body",Field,USA,,1/29/2096,2/12/2099,,,689277,Chrysodeixis,Noctuidae,Lepidoptera,Insecta,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1081,Aedes taeniorhynchus,DNA virus,Iridoviridae,Psorophora ferox IV,,,Lab,,,1/29/2096,2/12/2099,,,329105,Ochlerotatus,Culicidae,Diptera,Insecta,10486,NA,Iridoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
1082,Simulium vittatum,DNA virus,Parvoviridae,Simulium vittatum DNV,,,Field,USA,,1/29/2096,2/12/2099,,,7192,Simulium,Simuliidae,Diptera,Insecta,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1083,Aedes aegypti,DNA virus,Parvoviridae,Aedes aegypti DNV,,,Field,USSR,,1/29/2096,2/12/2099,,,7159,Aedes,Culicidae,Diptera,Insecta,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1084,Aedes pseudoscutellaris,DNA virus,Parvoviridae,Aedes pseudoscutellaris DNV,,,Field,Venezuela,,1/29/2096,2/12/2099,,,316597,Aedes,Culicidae,Diptera,Insecta,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1085,Acheta domesticus,DNA virus,Parvoviridae,Acheta domestica DNV,,,Field,France,,1/29/2096,12/28/2000,,,6997,Acheta,Gryllidae,Orthoptera,Insecta,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1086,Leucorrhinia dubia,DNA virus,Parvoviridae,Leucorrhinia dubia DNV,,,Field,Sweden,,1/29/2096,2/12/2099,,,213669,Leucorrhinia,Libellulidae,Odonata,Insecta,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1504,Helicoverpa zea,DNA virus,Baculoviridae,Trichoplusia ni NPV  (TnMNPV),Larva,,Lab,,,1/29/2096,2/12/2099,,,7113,Helicoverpa,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1087,Spodoptera exigua,DNA virus,Baculoviridae,Trichoplusia ni NPV  (TnMNPV),,,Lab,,,1/29/2096,2/12/2099,,,7107,Spodoptera,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1088,Orgyia pseudotsugata,DNA virus,Baculoviridae,Trichoplusia ni NPV  (TnMNPV),,,Lab,,,1/29/2096,2/12/2099,,,33414,Orgyia,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1089,Plodia interpunctella,DNA virus,Baculoviridae,Cadra cautella NPV  (CcMNPV),,,Lab,,,1/29/2096,2/12/2099,,,58824,Plodia,Pyralidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1090,Mamestra configurata,DNA virus,Baculoviridae,Melanchra picta NPV  (MpMNPV),,,Lab,,,1/29/2096,2/12/2099,,,174822,Mamestra,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1091,Xestia c-nigrum,DNA virus,Baculoviridae,Melanchra picta NPV  (MpMNPV),,,,,,1/29/2096,2/12/2099,,,987431,Xestia,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1092,Peridroma saucia,DNA virus,Baculoviridae,Melanchra picta NPV  (MpMNPV),,,Lab,,,1/29/2096,2/12/2099,,,244290,Peridroma,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1093,Spodoptera praefica,DNA virus,Baculoviridae,Melanchra picta NPV  (MpMNPV),,,Lab,,,1/29/2096,2/12/2099,,,134414,Spodoptera,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1094,Trichoplusia ni,DNA virus,Baculoviridae,Melanchra picta NPV  (MpMNPV),,,,,,1/29/2096,2/12/2099,,,7111,Trichoplusia,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1095,Agrotis ipsilon,DNA virus,Baculoviridae,Rachiplusia ou NPV  (RoMPNV),,,Lab,,,1/29/2096,2/12/2099,,,56364,Agrotis,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1096,Agrotis exclamationis,DNA virus,Baculoviridae,Mamestra brassicae NPV (MbMNPV),,,Lab,,,1/29/2096,2/12/2099,,,215162,Agrotis,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1097,Noctua pronuba,DNA virus,Baculoviridae,Agrotis segetum NPV  (AsMNPV),,,Lab,,,1/29/2096,2/12/2099,,,214277,Noctua,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1098,Agrotis exclamationis,DNA virus,Baculoviridae,Agrotis segetum NPV  (AsMNPV),,,Lab,,,1/29/2096,2/12/2099,,,215162,Agrotis,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1099,Manduca sexta,DNA virus,Baculoviridae,Galleria mellonella NPV  (GmMNPV),,,Lab,USA,,1/29/2096,2/12/2099,,,7130,Manduca,Sphingidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1100,Trichoplusia ni,DNA virus,Baculoviridae,Choristoneura fumiferana NPV  (CfMNPV),,,Lab,,,1/29/2096,2/12/2099,,,7111,Trichoplusia,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1101,Galleria mellonella,DNA virus,Baculoviridae,Choristoneura fumiferana NPV  (CfMNPV),,,,,,1/29/2096,2/12/2099,,,7137,Galleria,Pyralidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1505,Locusta migratoria,DNA virus,Baculoviridae,Spodoptera littoralis NPV  (SlMNPV),Larva,,Lab,Isreal,,1/29/2096,2/12/2099,,,7004,Locusta,Acrididae,Orthoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1102,Schistocerca gregaria,DNA virus,Baculoviridae,Spodoptera littoralis NPV  (SlMNPV),,,,,,1/29/2096,2/12/2099,,,7010,Schistocerca,Acrididae,Orthoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1103,Panolis flammea,DNA virus,Baculoviridae,Lymantria monacha NPV  (LmMNPV),,,Lab,,,1/29/2096,2/12/2099,,,988141,Panolis,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1104,Lymantria monacha,DNA virus,Baculoviridae,NPV,,,Field,,,1/29/2096,2/12/2099,,,78897,Lymantria,Erebidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1105,Spodoptera frugiperda,DNA virus,Baculoviridae,Spodoptera littoralis NPV  (SlMNPV),,,Lab,,,1/29/2096,2/12/2099,,,7108,Spodoptera,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1106,Spodoptera littoralis,DNA virus,Baculoviridae,Spodoptera frugiperda NPV  (SfMNPV),,,Lab,,,1/29/2096,2/12/2099,,,7109,Spodoptera,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1107,Mamestra brassicae,DNA virus,Baculoviridae,Panolis flammea NPV,,,Lab,,,1/29/2096,2/12/2099,,,55057,Mamestra,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1653,Leucorrhinia dubia,DNA virus,unknown,Nonoccluded virus,Nymph,"fatbody, midgut eppithelial cells",Field,Sweden,,1/30/2096,2/12/2099,,,213669,Leucorrhinia,Libellulidae,Odonata,Insecta,32644,NA,NA,NA,NA,NA,Virus
1506,Mythimna unipuncta,DNA virus,Baculoviridae,GV,Larva,,Field,USA/Hawaii,,1/30/2096,2/12/2099,,,103831,Mythimna,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1507,Aedes sollicitans,DNA virus,Baculoviridae,NPV,Larva,,Field,USA,,1/30/2096,2/12/2099,,,310513,Ochlerotatus,Culicidae,Diptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1508,Aedes epactius,DNA virus,Baculoviridae,Aedes sollicitans NPV,Larva,,Lab,USA,,1/30/2096,2/12/2099,,,173086,Ochlerotatus,Culicidae,Diptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1509,Aedes scutellaris,DNA virus,Baculoviridae,Aedes sollicitans NPV,Larva,,Lab,USA,,1/30/2096,2/12/2099,,,373850,Aedes,Culicidae,Diptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1510,Aedes atropalpus,DNA virus,Baculoviridae,Aedes sollicitans NPV,Larva,,Lab,USA,,1/30/2096,2/12/2099,,,28624,Aedes,Culicidae,Diptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1511,Peridroma saucia,RNA virus,Reoviridae,CPV,Larva,midgut,Field,USA,,1/30/2096,2/12/2099,,,244290,Peridroma,Noctuidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
1512,Aedes cantator,RNA virus,Reoviridae,CPV,Larva,"cardia, gastric ceca, posterior portion of midgut",Field,USA,,1/31/2096,2/12/2099,,,329102,Ochlerotatus,Culicidae,Diptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
1513,Amyelois transitella,DNA virus,Baculoviridae,nonoccluded baculovirus,Larva,hemocytes,Field,USA,,1/31/2096,2/12/2099,,,680683,Amyelois,Pyralidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1514,Trichoplusia ni,RNA virus,Reoviridae,Trichoplusia RNA virus,Larva,,Lab,USA,,1/31/2096,2/12/2099,,,7111,Trichoplusia,Noctuidae,Lepidoptera,Insecta,10880,NA,Reoviridae,Reovirales,Resentoviricetes,Orthornavirae,Virus
1515,Spodoptera exigua,DNA virus,Baculoviridae,Spodoptera exigua NPV  (SeMNPV),Larva,,Field,Holland,,1/31/2096,2/12/2099,,,7107,Spodoptera,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1516,Calliteara pudibunda,,,Nudaurelia-B-like virus,Larva,,Field,United Kingdom,,1/31/2096,2/12/2099,,,875926,Calliteara,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA,Virus
1517,Dermolepida albo-hirtum,DNA virus,Parvoviridae,EPV Subgroup A,Larva,Fat body,Field,,,1/31/2096,2/3/2000,,,NA,NA,NA,NA,NA,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1518,Figulus sublaevis,DNA virus,Parvoviridae,EPV Subgroup A,Larva,"Fat body, hypodermis",Field,,,1/31/2096,2/12/2099,,,NA,NA,NA,NA,NA,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1519,Othnonius batesi,DNA virus,Parvoviridae,EPV Subgroup A,Larva,"Fat body, hypodermis",Field,,,1/31/2096,2/12/2099,,,NA,NA,NA,NA,NA,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1520,Rhopaea verreauxi,DNA virus,Parvoviridae,EPV Subgroup A,Larva,Fat body,Field,,,1/31/2096,2/12/2099,,,NA,NA,NA,NA,NA,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1521,Arphia conspersa,DNA virus,Parvoviridae,EPV Subgroup B,Larva,Fat body,Field,,,1/31/2096,2/12/2099,,,37247,Arphia,Acrididae,Orthoptera,Insecta,10780,NA,Parvoviridae,Piccovirales,Quintoviricetes,Shotokuvirae,Virus
1522,Euxoa auxiliaris,DNA virus,Poxviridae,EPV (Subgroup B),Larva,"Fat body, hemocytes",Field,,,1/31/2096,2/12/2099,,,320027,Euxoa,Noctuidae,Lepidoptera,Insecta,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1523,Helicoverpa sp.,DNA virus,Poxviridae,EPV Subgroup B,Larva,Fat body,Field,,,1/31/2096,2/12/2099,,,7112,Helicoverpa,Noctuidae,Lepidoptera,Insecta,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1524,Oreopsyche angustella,DNA virus,Poxviridae,EPV Subgroup B,Larva,Fat body,Field,,,2/2/2096,2/12/2099,,,NA,NA,NA,NA,NA,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1525,Phoetaliotes nebrascensis,DNA virus,Poxviridae,EPV Subgroup B,Larva,Fat body,Field,,,2/2/2096,2/12/2099,,,156590,Phoetaliotes,Acrididae,Orthoptera,Insecta,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1526,Aedes aegypti,DNA virus,Poxviridae,EPV Subgroup C,Larva,,Field,,,2/2/2096,2/12/2099,,,7159,Aedes,Culicidae,Diptera,Insecta,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1527,Camptochironomus tentans,DNA virus,Poxviridae,EPV Subgroup C,Larva,Fat body,Field,,,2/2/2096,12/28/2000,,,NA,NA,NA,NA,NA,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1528,Chironomus attenuatus,DNA virus,Poxviridae,EPV Subgroup C,Larva,Hemocytes,Field,,,2/2/2096,2/12/2099,,,NA,NA,NA,NA,NA,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1529,Chironomus decorus,DNA virus,Poxviridae,EPV Subgroup C,Larva,Hemocytes,Field,,,2/2/2096,2/12/2099,,,NA,NA,NA,NA,NA,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1530,Chironomus luridus,DNA virus,Poxviridae,EPV Subgroup C,Larva,Polytropic,Field,,,2/2/2096,2/12/2099,,,27468,Chironomus,Chironomidae,Diptera,Insecta,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1531,Chironomus salinarius,DNA virus,Poxviridae,EPV Subgroup C,Larva,"Hemocytes, fat body",Field,,,2/2/2096,2/12/2099,,,1165749,Chironomus,Chironomidae,Diptera,Insecta,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1532,Goeldichironomus holoprasinus,DNA virus,Poxviridae,EPV Subgroup C,Larva,Hemocytes,Field,,,2/2/2096,2/12/2099,,,NA,NA,NA,NA,NA,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1533,Bombus impatiens,DNA virus,Poxviridae,EPV Subgroup D,Larva,"Salivary glands, hypodermis",Field,,,2/2/2096,2/12/2099,,,132113,Bombus,Apidae,Hymenoptera,Insecta,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1534,Discestra trifolii,DNA virus,Ascoviridae,AV,Larva,,Field,USA,,2/2/2096,2/12/2099,,,987454,Anarta,Noctuidae,Lepidoptera,Insecta,43682,NA,Ascoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
1535,Helicoverpa zea,DNA virus,Ascoviridae,AV,Larva,"Epidermis, tracheal matrix",Field,USA,,2/2/2096,2/12/2099,,,7113,Helicoverpa,Noctuidae,Lepidoptera,Insecta,43682,NA,Ascoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
1536,Trichoplusia ni,DNA virus,Ascoviridae,AV,Larva,Polytropic,Field,USA,,2/2/2096,2/12/2099,,,7111,Trichoplusia,Noctuidae,Lepidoptera,Insecta,43682,NA,Ascoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
1537,Spodoptera frugiperda,DNA virus,Ascoviridae,AV,Larva,Fat body,Field,USA,,2/2/2096,2/12/2099,,,7108,Spodoptera,Noctuidae,Lepidoptera,Insecta,43682,NA,Ascoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
1538,Autographa precationis,DNA virus,Ascoviridae,AV,Larva,,Field,USA,,2/2/2096,2/12/2099,,,319802,Autographa,Noctuidae,Lepidoptera,Insecta,43682,NA,Ascoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
1539,Heliothis virescens,DNA virus,Ascoviridae,AV,Larva,,Field,USA,,2/2/2096,2/12/2099,,,7102,Heliothis,Noctuidae,Lepidoptera,Insecta,43682,NA,Ascoviridae,Pimascovirales,Megaviricetes,Bamfordvirae,Virus
1540,Agrotis ipsilon,DNA virus,Baculoviridae,Agrotis segetum GV,Larva,,Lab,,,2/5/2096,2/12/2099,,,56364,Agrotis,Noctuidae,Lepidoptera,Insecta,10442,NA,Baculoviridae,Lefavirales,Naldaviricetes,NA,Virus
1108,Culex tritaeniorhynchus,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,,Japan,,2/5/2096,2/12/2099,,,7178,Culex,Culicidae,Diptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1109,Culex tarsalis,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Field,,,2/5/2096,2/12/2099,,,7177,Culex,Culicidae,Diptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1110,Aedes aegypti,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,2/5/2096,2/12/2099,,,7159,Aedes,Culicidae,Diptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1111,Aedes albopictus,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,2/5/2096,2/12/2099,,,7160,Aedes,Culicidae,Diptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1112,Toxorhynchites amboinensis,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,2/5/2096,2/12/2099,,,46208,Toxorhynchites,Culicidae,Diptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1113,Apis mellifera,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,2/5/2096,2/12/2099,,,7460,Apis,Apidae,Hymenoptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1114,Plodia interpunctella,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,2/5/2096,2/12/2099,,,58824,Plodia,Pyralidae,Lepidoptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1115,Attagenus piceus,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,2/5/2096,2/12/2099,,,NA,NA,NA,NA,NA,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1116,Galleria mellonella,RNA virus,Nodaviridae,Culex tritaeniorhyncus Nodamura virus,,,Lab,,,2/5/2096,2/12/2099,,,7137,Galleria,Pyralidae,Lepidoptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1117,Heteronychus arator,RNA virus,Nodaviridae,Heteronchus arator Black beetle virus,,,,,,2/5/2096,2/12/2099,,,295550,Heteronychus,Scarabaeidae,Coleoptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1118,Aphodius tasmaniae,RNA virus,Nodaviridae,Heteronchus arator Black beetle virus,,,Field,,,2/5/2096,2/12/2099,,,207112,Acrossidius,Scarabaeidae,Coleoptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1119,Pericoptus truncatus,RNA virus,Nodaviridae,Heteronchus arator Black beetle virus,,,Lab,,,2/5/2096,2/12/2099,,,NA,NA,NA,NA,NA,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1120,Galleria mellonella,RNA virus,Nodaviridae,Heteronchus arator Black beetle virus,,,Lab,,,2/5/2096,2/12/2099,,,7137,Galleria,Pyralidae,Lepidoptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1121,Mythimna separata,RNA virus,Nodaviridae,Heteronchus arator Black beetle virus,,,Lab,,,2/5/2096,2/12/2099,,,271217,Mythimna,Noctuidae,Lepidoptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1122,Oncopera intricoides,RNA virus,Nodaviridae,Oncopera intricoides Boolarra virus,,,Field,,,2/5/2096,2/12/2099,,,343455,Oncopera,Hepialidae,Lepidoptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1123,Galleria mellonella,RNA virus,Nodaviridae,Oncopera intricoides Boolarra virus,,,Lab,,,2/5/2096,2/12/2099,,,7137,Galleria,Pyralidae,Lepidoptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1124,Galleria mellonella,RNA virus,Nodaviridae,Costelytra zealandica Flock house virus,,,Lab,,,2/5/2096,2/12/2099,,,7137,Galleria,Pyralidae,Lepidoptera,Insecta,12283,NA,Nodaviridae,Nodamuvirales,Magsaviricetes,Orthornavirae,Virus
1325,Bombus impatiens,DNA virus,Poxviridae,Entomopoxvirus-like,Adult,"Hemolymph, cells of body wall, thoracic salivary glands",Field,USA,,2/8/2096,2/12/2099,,,132113,Bombus,Apidae,Hymenoptera,Insecta,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1326,Bombus pennsylvanicus,DNA virus,Poxviridae,Entomopoxvirus-like,Adult,"Hemolymph, cells of body wall, thoracic salivary glands",Field,USA,,2/8/2096,2/12/2099,,,28643,Bombus,Apidae,Hymenoptera,Insecta,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1327,Bombus fervidus,DNA virus,Poxviridae,Entomopoxvirus-like,Adult,"Hemolymph, cells of body wall, thoracic salivary glands",Field,USA,,2/8/2096,2/12/2099,,,203811,Bombus,Apidae,Hymenoptera,Insecta,10240,NA,Poxviridae,Chitovirales,Pokkesviricetes,Bamfordvirae,Virus
1541,Imbrasia cytherea,RNA virus,Tetraviridae,Nudaurelia cytherea capensis Virus (B Group),Larva,,Field,South Africa,Rabbits,2/17/2096,2/12/2099,,,2059211,Gonimbrasia,Saturniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA,Virus
1334,Samia cynthia ricini,RNA virus,Tetraviridae,Philosamia cynthia x ricini Nudaurelia Beta Virus,EggLarvaAdult,,Field,"UK, New Guinea",,2/17/2096,2/12/2099,,,63990,Samia,Saturniidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA,Virus
1335,Setothesea asigna,RNA virus,Tetraviridae,Thosea asigna Nudaurelia Beta Virus,EggLarvaAdult,,,Malaysia/Sarawak/Sabah,,2/17/2096,2/12/2099,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Virus
1336,Darna trima,RNA virus,Tetraviridae,Darna trima Nudaurelia Beta Virus,EggLarvaAdult,,Field,Malaysia/Sarawak/Sabah,,2/17/2096,2/12/2099,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Virus
