RefCode,Citation,ERNv,Host,Virus
691,"Hall, D.W. 1985. Pathobiology of invertebrate icosahedral cytoplasmic deoxyriboviruses (Iridoviridae).  in Viral Insecticides for Biological Control.  K. Maramorsch and K. E. Sherman, eds.  Academic Press, Orlando.",31,Aedes annulipes,Aedes annulipes IV Type 5
691,"Hall, D.W. 1985. Pathobiology of invertebrate icosahedral cytoplasmic deoxyriboviruses (Iridoviridae).  in Viral Insecticides for Biological Control.  K. Maramorsch and K. E. Sherman, eds.  Academic Press, Orlando.",35,Aedes detritus,Aedes detritus IV Type 14
240,"Faust, R.M., Dougherty, E.M., and Adams, J.R. 1968. Nucleic acid in blue-green ad orange mosquito iridescent viruses (MIV) isolated rrom larvae of Aedes taeniorhynchus. J. Invertebr. Pathol. 10:160.",1350,Aedes taeniorhynchus,Aedes taeniorhynchus IV (Blue-Green)
370,"Anthony, D. W. and Comps, M. 1991. Iridoviridae pp. 55-86 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston.",72,Culex territans,Culex territans IV
370,"Anthony, D. W. and Comps, M. 1991. Iridoviridae pp. 55-86 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston.",73,Aedes cantans,Aedes cantans IV Type 4
370,"Anthony, D. W. and Comps, M. 1991. Iridoviridae pp. 55-86 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston.",77,Culiseta melanura,IV
370,"Anthony, D. W. and Comps, M. 1991. Iridoviridae pp. 55-86 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston.",83,Psorophora ferox,IV
370,"Anthony, D. W. and Comps, M. 1991. Iridoviridae pp. 55-86 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of invertebrate viruses. CRC Press, Boston.",103,Tipula paludosa,Tipula paludosa IV Type 1
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",109,Apis cerana,IV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",112,Diprion nipponica,NPV
473,"Bird, F.T., and Elgee, D.E., 1957.  A virus disease and introduced parasites as factors controlling the European spruce sawfly, Diprion hercyniae (Htg.), in Central New Brunswick.  Can. Ent 89:371-378.",115,Gilpinia hercyniae,NPV
487,"Cunningham, J.C., de Groot, P., and Kaupp, W.J., 1986.  A review of aerial spray trials with Lecontvirus for control of redheaded pine sawfly, Neodiprion lecontei (Hymenoptera: Diprionidae), in Ontario.  Proc. ent. Soc. Ont. 117:65-72.",121,Neodiprion lecontei,Neodiprion lecontei NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",125,Neodiprion sertifer,Neodiprion sertifer NPV
477,"Smirnoff, W.A., Fettes, J.J., and Haliburton, W., 1962.  A virus disease of Swaine's jack pine sawfly, Neodiprion swainei Midd.  Sprayed from an aircraft.  Can. Ent. 94:477-486.",126,Neodiprion swainei,Neodiprion swainei NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",132,Cephalcia issiki,NPV
241,"Smirnoff, W.A. 1968. A nuclear polyhedrosis of the mountain-ash sawfly, Pristiphora geniculata. J. Invertebr. Pathol. 10:436-437.",1351,Pristiphora geniculata,NPV
250,"Adams, J.R., and McClintock, J.T. 1991. Baculoviridae. nuclear polyhedrosis viruses Part 1. Nuclear polyhedrosis viruses of insects. pp. 87-204 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of Invertebrate Viruses. CRC Press, Boston.",160,Lophocampa caryae,NPV
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",161,Hyphantria cunea,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",162,Hyphantria cunea,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",177,Spilosoma subcarnea,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",182,Bombyx mori,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",183,Bombyx mori,Bombyx mori NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",185,Carposina niponensis,NPV
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",192,Pectinophora gossypiella,CPV
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",193,Pectinophora gossypiella,NPV
250,"Adams, J.R., and McClintock, J.T. 1991. Baculoviridae. nuclear polyhedrosis viruses Part 1. Nuclear polyhedrosis viruses of insects. pp. 87-204 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of Invertebrate Viruses. CRC Press, Boston.",197,Alsophila pometaria,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",208,Biston robustum,NPV
250,"Adams, J.R., and McClintock, J.T. 1991. Baculoviridae. nuclear polyhedrosis viruses Part 1. Nuclear polyhedrosis viruses of insects. pp. 87-204 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of Invertebrate Viruses. CRC Press, Boston.",220,Ennomos subsignaria,NPV
479,"Ives, W,G.H., and Cunningham, J.C., 1980.  Application of nuclear polyhedrosis virus to control Bruce spanworm (Lepidoptera: Geometridae).  Can Ent. 741-744.",234,Operophtera bruceata,Operophtera bruceata NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",236,Operophtera brumata,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",237,Operophtera brumata,NPV
1228,"Glare, T.R., O’Callaghan, M., and Wigley, P.J. 1993. Checklist of naturally occurring entomopathogens microbes and nematodes in New Zealand.  New Zealand Journal of Zoology 20: 95-120. ",252,Selidosema suavis,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",261,Parnara guttata,IV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",267,Dendrolimus punctatus,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",268,Dendrolimus spectabilis,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",269,Dendrolimus spectabilis,NPV
250,"Adams, J.R., and McClintock, J.T. 1991. Baculoviridae. nuclear polyhedrosis viruses Part 1. Nuclear polyhedrosis viruses of insects. pp. 87-204 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of Invertebrate Viruses. CRC Press, Boston.",287,Malacosoma americanum,NPV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",291,Malacosoma disstria,NPV
248,"Stelzer, M.J. 1965. Susceptibility of the great basin tent caterpillar, Malacosoma fragile (Stretch), to a nuclear polyhderosis virus and Bacillus thuringiensis Berliner. J. Invertebr. Pathol. 7:122-125.",1353,Malacosoma californicum fragile,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",293,Malacosoma disstria testacea,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",295,Malacosoma disstria testacea,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",296,Malacosoma californicum pluviale,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",301,Parasa consocia,NPV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",305,Calliteara abietis,NPV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",315,Euproctis flava,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",317,Euproctis pseudoconspersa,IV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",318,Euproctis pseudoconspersa,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",319,Euproctis similis,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",320,Euproctis similis,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",322,Euproctis subflava,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",323,Ivela auripes,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",324,Leucoma salicis,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",325,Leucoma salicis,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",326,Lymantria dispar,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",327,Lymantria dispar,Lymantria dispar NPV  (LdMNPV)
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",328,Lymantria dispar,IV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",333,Lymantria mathura aurora,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",334,Lymantria mathura aurora,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",335,Lymantria monacha,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",336,Lymantria monacha,Lymantria monacha NPV  (LmMNPV)
30,"Steinhaus, E.A.; and Marsh, G.A. 1967. Previously unreported accessions for diagnosis and new records.  Journal of Invertebrate Pathology 9(3):436-438",1354,Orgyia turbata,NPV
250,"Adams, J.R., and McClintock, J.T. 1991. Baculoviridae. nuclear polyhedrosis viruses Part 1. Nuclear polyhedrosis viruses of insects. pp. 87-204 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of Invertebrate Viruses. CRC Press, Boston.",348,Bucculatrix thurberiella,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",352,Aedia leucomelas,NPV
15,"Kunimi, Y. 1993. A list of insect diseases of Japanese insects.  In Iwahana H.,  Okada M., Kunimi Y., and Shimazu M.  [eds.], Manual for the Research on Insect Pathogens. Nihon Shokubutuboeki-kyoukai, Tokyo, p222.",356,Agrotis ipsilon,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",357,Agrotis segetum,Agrotis segetum NPV  (AsMNPV)
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",358,Agrotis segetum,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",362,Anadevidia peponis,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",363,Anadevidia peponis,IV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",365,Anomis flava,NPV
322,"Johnson, D.W., Boucias, D.B., Barfield, C.S., and Allen, G.E. 1982. A temperature-dependent developmental model for a nucleopolyhedrosis virus of the velvetbean caterpillar, Anticarsia gemmatalis (Lepidoptera: Noctuidae). J. Invertebr. Pathol. 40:292-298.",1355,Anticarsia gemmatalis,Anticarsia gemmatalis NPV  (AgMNPV)
91,"Ignoffo, C. M., Garcia, C., Zuidema, D., and Vlak, J.M. 1995. Relative in vivo activity and simulated sunlight-uv stability of inclusion bodies of a wild-type and an enginneered polyhedral envelope-negative isolate of the Nucleopolyhedrosis Virus of Autographa californica.  J. Invertebr. Pathol. 66: 212-213.",375,Autographa californica,Autographa californica NPV (AcMNPV)
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",377,Autographa gamma,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",378,Autographa gamma,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",379,Autographa nigrisigna,NPV
1228,"Glare, T.R., O’Callaghan, M., and Wigley, P.J. 1993. Checklist of naturally occurring entomopathogens microbes and nematodes in New Zealand.  New Zealand Journal of Zoology 20: 95-120. ",393,Chrysodeixis eriosoma,NPV
250,"Adams, J.R., and McClintock, J.T. 1991. Baculoviridae. nuclear polyhedrosis viruses Part 1. Nuclear polyhedrosis viruses of insects. pp. 87-204 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of Invertebrate Viruses. CRC Press, Boston.",404,Euxoa messoria,Euxoa messoria NPV  (EmMNPV)
488,"Mailloux, G., and Belloncik, S., 1995.  Repression of Artogeia rapae (L.) (Lepidoptera: Pieridae) and Plutella Xylostella (L.) (Lepidoptera: Yponomeutidae) on fresh-market and processing cabbage, using composite action thresholds for chemical and biological control.  Appl. Entomol. Zool. 30(1):43-56.",408,Euxoa scandens,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",413,Helicoverpa armigera,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",414,Helicoverpa armigera,NPV
89,"Dongrui, L., Yuneng, C., Daiyue, L., Qilin, Z., Yuanyang, H., Huajun, H., Kebin, Z. 1986. The Atlas of Insect Viruses in China. 146pp + plates.",415,Helicoverpa assulta,NPV
26,"Brooks, W. M. 1993. Host-parasitoid-pathogen interactions; Chapter 11. In  Ignoffo, C.M., et al. [eds.] Parasites and Pathogens of Insects. Vol. 2: Pathogens. Academic Press. Inc.",421,Heliothis virescens,NPV
93,"Sikorowski, P.P.,  and Lawrence, A.M. 1994. Heliothis Cytoplasmic Polyhedrosis Virus and its effect upon microbial contaminant-free Heliothis virescens.  J. Invertebr. Pathol.  63: 56-62.",422,Heliothis virescens,CPV
26,"Brooks, W. M. 1993. Host-parasitoid-pathogen interactions; Chapter 11. In  Ignoffo, C.M., et al. [eds.] Parasites and Pathogens of Insects. Vol. 2: Pathogens. Academic Press. Inc.",424,Helicoverpa zea,Heliothis zea NPV (HzSNPV)
365,"Sikorowski, P.P., and Tyson, G.E. 1984. Per os transmission of iridescent virus of Heliothis zea (Lepidoptera: Noctuidae). J. Invertebr. Pathol. 44:97-102.",1356,Helicoverpa zea,Helicoverpa zea IV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",429,Mamestra brassicae,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",430,Mamestra brassicae,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",431,Mamestra brassicae,IV
490,"Erlandson, M.A.  1989.  Biological and biochemical comparison of Mamestra configurata and Mamestra brassicae nuclear polyhedrosis virus isolates pathogenic for the Bertha armyworm, Mamestra configurata (Lepidoptera: Noctuidae).  J. Invertebr. Pathol. 56:47-56.",432,Mamestra configurata,Mamestra configurata NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",441,Oraesia emarginata,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",442,Oraesia emarginata,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",462,Spodoptera exigua,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",463,Spodoptera exigua,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",467,Spodoptera litura,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",468,Spodoptera litura,IV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",469,Spodoptera litura,NPV
26,"Brooks, W. M. 1993. Host-parasitoid-pathogen interactions; Chapter 11. In  Ignoffo, C.M., et al. [eds.] Parasites and Pathogens of Insects. Vol. 2: Pathogens. Academic Press. Inc.",470,Spodoptera mauritia,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",477,Trichoplusia ni,CPV
484,"Jaques, R.P., 1976.  Field efficacy of viruses infectious to the cabbage looper and imported cabbageworm on late cabbage.  J. Econ. Entomol.  70:111-118.",479,Trichoplusia ni,Trichoplusia ni NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",480,Xestia c-nigrum,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",481,Xestia c-nigrum,NPV
250,"Adams, J.R., and McClintock, J.T. 1991. Baculoviridae. nuclear polyhedrosis viruses Part 1. Nuclear polyhedrosis viruses of insects. pp. 87-204 in Adams, J.R. and Bonami, J.R. [Eds.] Atlas of Invertebrate Viruses. CRC Press, Boston.",482,Xylena curvimacula,NPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",491,Semidonta biloba,NPV
60,"Zimmermann, G. and Weiser, J. 1991. Pathogens and diseases. pp. 253-271. In van der Geest, L. P. S. and Evenhuis, H.H. [eds.], Tortricid Pests: Their Biology, Natural Enemies and Control. Elsevier Science Publishers, Amsterdam.",514,Cryptophlebia leucotreta,CPV
24,"Martignoni, M.E. and Iwai, P.J.  A catalogue of viral diseases of insects, mites and ticks. Appendix 2 [pp. 899-912] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp.",516,Rhyacionia duplana,NPV
