RefCode,ERNntr,Host,Pathogen,Citation
629,290,Coccinella novemnotata,Nosema gasti,"McLaughlin, R.E., 1969.  Glugea gasti sp. n., a microsporidian pathogen of the boll weevil Anthonomus grandis.  J. Protozool. 16: 84. "
629,291,Hippodamia convergens,Nosema gasti,"McLaughlin, R.E., 1969.  Glugea gasti sp. n., a microsporidian pathogen of the boll weevil Anthonomus grandis.  J. Protozool. 16: 84. "
629,292,Chilocorus stigma,Nosema gasti,"McLaughlin, R.E., 1969.  Glugea gasti sp. n., a microsporidian pathogen of the boll weevil Anthonomus grandis.  J. Protozool. 16: 84. "
629,293,Diabrotica undecimpunctata,Nosema gasti,"McLaughlin, R.E., 1969.  Glugea gasti sp. n., a microsporidian pathogen of the boll weevil Anthonomus grandis.  J. Protozool. 16: 84. "
630,294,Aplomya caesar,Nosema pyrausta,"Andreadis, T. G., 1982.  Current status of imported and native parasites of the European corn borer in Connecticut.  J. Econ. Entomol.  75: 626."
630,295,Eriborus terebrans,Nosema pyrausta,"Andreadis, T. G., 1982.  Current status of imported and native parasites of the European corn borer in Connecticut.  J. Econ. Entomol.  75: 626."
448,296,Bombyx mori,Pleistophora schubergi,"Zwolfer, W., 1927.  Die Pebrine des Schwammspinners (Portheria dispar L.) und Goldafters (Nygmia phaerrhoea Don = Euproctis chrysorrhoea L.) eine neue wirtschaftlich bedeutungsvolle Infektionskrankheit.  Dtsch. Ges. Angew. Entomol. 6: 98."
570,297,Galleria mellonella,Pleistophora schubergi,"Wilson, G.G., 1975. Occurrence of Thelohania sp. and Pleistophora sp. (Microsporida: Nosematidae) in Choristoneura fumiferana (Lepidoptera: Tortricidae). Can. J. Zool. 53: 1799-"
570,298,Oryzaephilus surinamensis,Pleistophora schubergi,"Wilson, G.G., 1975. Occurrence of Thelohania sp. and Pleistophora sp. (Microsporida: Nosematidae) in Choristoneura fumiferana (Lepidoptera: Tortricidae). Can. J. Zool. 53: 1799-"
570,299,Tenebrio molitor,Pleistophora schubergi,"Wilson, G.G., 1975. Occurrence of Thelohania sp. and Pleistophora sp. (Microsporida: Nosematidae) in Choristoneura fumiferana (Lepidoptera: Tortricidae). Can. J. Zool. 53: 1799-"
570,300,Tribolium castaneum,Pleistophora schubergi,"Wilson, G.G., 1975. Occurrence of Thelohania sp. and Pleistophora sp. (Microsporida: Nosematidae) in Choristoneura fumiferana (Lepidoptera: Tortricidae). Can. J. Zool. 53: 1799-"
631,301,Artogeia rapae,Vairimorpha necatrix,"Jaques, R.P., 1977.  Field efficacy of viruses infectious to the cabbage looper and imported cabbageworm on late cabbage. J. Econ. Entomol.  70: 111."
632,302,Phryganidia californica,Vairimorpha necatrix,"Tanabe, A.M., 1971.  The pathology of two microsporidia in the armyworm Pseudaletia unipuncta (Haworth) (Lepidoptera, Noctuidae). Ph.D. thesis, University of California, Berkeley."
580,303,Depressaria pastinacella,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana."
580,304,Manduca sexta,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana."
580,305,Manduca quinquemaculata,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana."
580,306,Musca domestica,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana."
580,307,Neurotoma fasciata,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana."
580,308,Hypera punctata,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana."
580,309,Acalymma vittatum ,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana."
580,310,Cerotoma trifurcata,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana."
580,311,Diabrotica undecimpunctata howardi,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana."
633,312,Campoletis perdistinctus  ,Vairimorpha necatrix,"Fuxa, J.R., and Brooks, W.M., 1979.  Effects of Vairimorpha necatrix in sprays and corn meal on Heliothis species in tobacco, soybeans, and sorghum. Journal of Economic Entomology 72: 462-467."
633,313,Cardiochiles nigriceps,Vairimorpha necatrix,"Fuxa, J.R., and Brooks, W.M., 1979.  Effects of Vairimorpha necatrix in sprays and corn meal on Heliothis species in tobacco, soybeans, and sorghum. Journal of Economic Entomology 72: 462-467."
634,314,Bonnetia comta,Vairimorpha necatrix,"Cossentine, J. E., and Lewis, L. C., 1986. Impact of Vairimorpha necatrix and Vairimorpha sp. (Microspora: Microsporida) on Bonnetia comta (Diptera: Tachinidae) within Agrotis ipsilon (Lepidoptera: Noctuidae) hosts.  J. Invertebr. Pathol.  47: 303."
587,315,Tenebrio molitor,Vavraia culicis,"Wang, B.T., 1982. The pathobiology of the mosquito parasite: Vavraia culicis (Wiser), Ph.D. thesis, University of California, Los Angeles."
587,316,Galleria mellonella,Vavraia culicis,"Wang, B.T., 1982. The pathobiology of the mosquito parasite: Vavraia culicis (Wiser), Ph.D. thesis, University of California, Los Angeles."
635,317,Spodoptera litura,Vavraia culicis,"Weiser, J. 1980. Acute Vavraia culicis infection in a substitute host. J. Protozool. 27: 73A."
635,318,Agrotis segetum,Vavraia culicis,"Weiser, J. 1980. Acute Vavraia culicis infection in a substitute host. J. Protozool. 27: 73A."
666,319,Danaus plexippus,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,320,Alsophila pometaria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,321,Phigalia titea,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,322,Automeris io,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,323,Callosamia angulifera,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,324,Heterocampa umbrata,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,325,Catocala vidua,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,326,Pyreferra hesperidago,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,327,Eupsilia vinulenta,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,328,Sericaglaea signata,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,329,Chaetoglaea sericea,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,330,Sunira bicolorago,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,331,Orthosia hibisci,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,332,Epargyreus clarus,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,333,Erynnis juvenalis,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,334,Battus philenor,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,335,Papilio glaucus,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,336,Asterocampa clyton,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,337,Geina periscelidactyla,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,338,Itame pustularia,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,339,Phigalia strigataria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,340,Erannis tiliaria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,341,Lomographa glomeraria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,342,Ennomos magnaria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,343,Besma quercivoraria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,344,Lambdina pellucidaria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,345,Eutrapela clemataria,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,346,Prochoerodes transversata,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,347,Hydria prunivorata,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,348,Apatelodes torrefacta,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,349,Antheraea polyphemus,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,350,Laothoe juglandis,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,351,Heterocampa biundata,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,352,Spilosoma congrua,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,353,Lophocampa caryae,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,354,Colocasia propinquilinea,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,355,Nedra ramosula,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,356,Lithophane semiusta,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,357,Lithophane grotei,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,358,Lithophane unimoda,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,359,Crocigrapha normani,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
666,360,Morrisonia confusa,Entomophaga maimaiga,"Hajek, A. E., Butler, L., and Wheeler, M. M., 1995. Laboratory bioassay testing the host range of the gypsy moth fungal pathogen Entomophaga maimaiga.  Biological Control 5(4): 530-544."
562,361,Anopheles atroparvus,Nosema algerae,"Undeen, A. H., and Maddox, J.V., 1973. The infection of nonmosquito hosts by injection with spores of the microsporidian Nosema Algerae. J. Invertebr. Pathol. 22: 258-"
562,362,Spilosoma virginica,Nosema algerae,"Undeen, A. H., and Maddox, J.V., 1973. The infection of nonmosquito hosts by injection with spores of the microsporidian Nosema Algerae. J. Invertebr. Pathol. 22: 258-"
562,363,Spodoptera ornithogalli,Nosema algerae,"Undeen, A. H., and Maddox, J.V., 1973. The infection of nonmosquito hosts by injection with spores of the microsporidian Nosema Algerae. J. Invertebr. Pathol. 22: 258-"
562,364,Blaberus discoidalis,Nosema algerae,"Undeen, A. H., and Maddox, J.V., 1973. The infection of nonmosquito hosts by injection with spores of the microsporidian Nosema Algerae. J. Invertebr. Pathol. 22: 258-"
580,365,Colias eurytheme,Vairimorpha necatrix,"Maddox, J.V., 1966. Studies on a Microsporidiosis of the Armyworm, Pseudaletia unipuncta (Haworth), Ph.D. thesis, University of Illinois, Urbana."
470,366,Plodia interpunctella ,Pleistophora schubergi,"Kaya, H.K., 1973. Pathogenicity of Pleistophora schubergi to larvae of the Orange-striped oakworm and other Lepidopterous insects.  J. Invertebr. Pathol. 22: 356-358."
769,367,Agrotis segetum,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,368,Anthela varia,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,369,Cactoblastis cactorum,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,370,Chrysodeixis chalcites,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,371,Euproctis subflava,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,372,Galleria mellonella,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,373,Lymantria dispar,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,374,Manduca quinquemaculata,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,375,Manduca sexta,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,376,Nomophila nearctica,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,377,Orgyia anartoides,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,378,Papilio xuthus,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,379,Pieris brassicae,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,380,Artogeia rapae,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,381,Plusia nigrisigna,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,382,Plutella xylostella,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,383,Spodoptera exigua,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,384,Spodoptera frugiperda,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,385,Spodoptera litura,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,386,Spodoptera mauritia,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,387,Spodoptera ornithogalli,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,388,Trichoplusia ni,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,389,Apis mellifera,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,390,Brachymeria intermedia,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,391,Campoletis perdistinctus  ,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,392,Chelonus blackburni,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,393,Meteorus leviventris,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,394,Musca domestica,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,395,Voria ruralis,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,396,Hippodamia convergens,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,397,Phaedon brassicae,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,398,Chrysopa carnea,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
769,399,Geocoris pallens,Heliothis zea NPV (HzSNPV),"Ignoffo, C.M., and Couch, T.L.  The nucleopolyhedrosis virus of Heliothis species as a microbial insecticide.  Chapter 17 [pp. 330-362] In, H.D. Burges (ed.) Microbial Control of Pests and Plant Diseases, 1970-1980.  London:  Academic Press, 1981. 949 pp."
