ERNntr,PathogenSpecies,CreationDate,ModificationDate,LogMaxDose,HostStageTested,HostSpecies,Group,HighTaxon,LowTaxon,HostTaxID,HostGenus,HostFamily,HostOrder,HostClass,PathTaxID,PathGenus,PathFamily,PathOrder,PathClass,PathKingdom
339,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Phigalia strigataria,Fungi,Zygomycetes,Entomophthorales,687503,Phigalia,Elachistidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
340,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Erannis tiliaria,Fungi,Zygomycetes,Entomophthorales,722664,Erannis,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
341,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Lomographa glomeraria,Fungi,Zygomycetes,Entomophthorales,691984,Lomographa,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
342,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Ennomos magnaria,Fungi,Zygomycetes,Entomophthorales,214129,Ennomos,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
343,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Besma quercivoraria,Fungi,Zygomycetes,Entomophthorales,214071,Besma,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
344,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Lambdina pellucidaria,Fungi,Zygomycetes,Entomophthorales,688483,Lambdina,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
345,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Eutrapela clemataria,Fungi,Zygomycetes,Entomophthorales,82609,Eutrapela,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
346,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Prochoerodes transversata,Fungi,Zygomycetes,Entomophthorales,214317,Prochoerodes,Geometridae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
347,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Hydria prunivorata,Fungi,Zygomycetes,Entomophthorales,NA,NA,NA,NA,NA,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
348,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Apatelodes torrefacta,Fungi,Zygomycetes,Entomophthorales,82585,Apatelodes,Apatelodidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
349,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Antheraea polyphemus,Fungi,Zygomycetes,Entomophthorales,7120,Antheraea,Saturniidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
350,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Laothoe juglandis,Fungi,Zygomycetes,Entomophthorales,NA,NA,NA,NA,NA,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
351,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Heterocampa biundata,Fungi,Zygomycetes,Entomophthorales,214163,Heterocampa,Notodontidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
352,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Spilosoma congrua,Fungi,Zygomycetes,Entomophthorales,214367,Spilosoma,Erebidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
353,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Lophocampa caryae,Fungi,Zygomycetes,Entomophthorales,505945,Lophocampa,Erebidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
354,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Colocasia propinquilinea,Fungi,Zygomycetes,Entomophthorales,214094,Colocasia,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
355,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Nedra ramosula,Fungi,Zygomycetes,Entomophthorales,56396,Nedra,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
356,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Lithophane semiusta,Fungi,Zygomycetes,Entomophthorales,1488862,Lithophane,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
357,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Lithophane grotei,Fungi,Zygomycetes,Entomophthorales,689092,Lithophane,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
358,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Lithophane unimoda,Fungi,Zygomycetes,Entomophthorales,689094,Lithophane,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
359,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Crocigrapha normani,Fungi,Zygomycetes,Entomophthorales,214105,Crocigrapha,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
360,Entomophaga maimaiga,7/4/2096,2/12/2099,5 conidia/ml,Larva,Morrisonia confusa,Fungi,Zygomycetes,Entomophthorales,214250,Morrisonia,Noctuidae,Lepidoptera,Insecta,42810,Entomophaga,Entomophthoraceae,Entomophthorales,Entomophthoromycetes,Fungi
361,Nosema algerae,7/17/2096,2/12/2099,unknown,Larva,Anopheles atroparvus,Fungi,Microspora,Microsporea (Microsporida),41427,Anopheles,Culicidae,Diptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
362,Nosema algerae,7/17/2096,2/12/2099,5.43 spores/larva,Larva,Spilosoma virginica,Fungi,Microspora,Microsporea (Microsporida),214366,Spilosoma,Erebidae,Lepidoptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
363,Nosema algerae,7/17/2096,2/12/2099,5.43 spores/larva,Larva,Spodoptera ornithogalli,Fungi,Microspora,Microsporea (Microsporida),42029,Spodoptera,Noctuidae,Lepidoptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
364,Nosema algerae,7/17/2096,2/12/2099,unknown,Nymph,Blaberus discoidalis,Fungi,Microspora,Microsporea (Microsporida),6981,Blaberus,Blaberidae,Blattodea,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
365,Vairimorpha necatrix,7/17/2096,3/27/2099,At least 10^5 spores per individual,Larva,Colias eurytheme,Fungi,Microspora,Microsporea (Microsporida),42296,Colias,Pieridae,Lepidoptera,Insecta,6039,Vairimorpha,Burenellidae,NA,NA,Fungi
366,Pleistophora schubergi,7/31/2096,2/12/2099,7 spores/ml,Larva,Plodia interpunctella,Fungi,Microspora,Microsporea (Microsporida),58824,Plodia,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
367,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Agrotis segetum,Viruses,DNA virus,Baculoviridae,47767,Agrotis,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
368,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Anthela varia,Viruses,DNA virus,Baculoviridae,469242,Anthela,Anthelidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
369,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Cactoblastis cactorum,Viruses,DNA virus,Baculoviridae,59379,Cactoblastis,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
370,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Chrysodeixis chalcites,Viruses,DNA virus,Baculoviridae,749652,Chrysodeixis,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
371,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Euproctis subflava,Viruses,DNA virus,Baculoviridae,1078813,Euproctis,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
372,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Galleria mellonella,Viruses,DNA virus,Baculoviridae,7137,Galleria,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
373,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Lymantria dispar,Viruses,DNA virus,Baculoviridae,13123,Lymantria,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
374,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Manduca quinquemaculata,Viruses,DNA virus,Baculoviridae,335999,Manduca,Sphingidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
375,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Manduca sexta,Viruses,DNA virus,Baculoviridae,7130,Manduca,Sphingidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
376,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Nomophila nearctica,Viruses,DNA virus,Baculoviridae,1113293,Nomophila,Crambidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
377,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Orgyia anartoides,Viruses,DNA virus,Baculoviridae,345880,Teia,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
378,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Papilio xuthus,Viruses,DNA virus,Baculoviridae,66420,Papilio,Papilionidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
379,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Pieris brassicae,Viruses,DNA virus,Baculoviridae,7116,Pieris,Pieridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
380,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Artogeia rapae,Viruses,DNA virus,Baculoviridae,64459,Pieris,Pieridae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
381,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Plusia nigrisigna,Viruses,DNA virus,Baculoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Plutella xylostella,Viruses,DNA virus,Baculoviridae,51655,Plutella,Plutellidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
383,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Spodoptera exigua,Viruses,DNA virus,Baculoviridae,7107,Spodoptera,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
384,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Spodoptera frugiperda,Viruses,DNA virus,Baculoviridae,7108,Spodoptera,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
385,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Spodoptera litura,Viruses,DNA virus,Baculoviridae,69820,Spodoptera,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
386,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Spodoptera mauritia,Viruses,DNA virus,Baculoviridae,134409,Spodoptera,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
387,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Spodoptera ornithogalli,Viruses,DNA virus,Baculoviridae,42029,Spodoptera,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
388,Heliothis zea NPV (HzSNPV),8/10/2096,2/12/2099,,,Trichoplusia ni,Viruses,DNA virus,Baculoviridae,7111,Trichoplusia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
389,Heliothis zea NPV (HzSNPV),8/13/2096,2/12/2099,,,Apis mellifera,Viruses,DNA virus,Baculoviridae,7460,Apis,Apidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
390,Heliothis zea NPV (HzSNPV),8/13/2096,6/12/2000,,,Brachymeria intermedia,Viruses,DNA virus,Baculoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,Heliothis zea NPV (HzSNPV),8/13/2096,12/28/2000,,,Campoletis perdistinctus,Viruses,DNA virus,Baculoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,Heliothis zea NPV (HzSNPV),8/13/2096,2/12/2099,,,Chelonus blackburni,Viruses,DNA virus,Baculoviridae,586671,Chelonus,Braconidae,Hymenoptera,Insecta,NA,NA,NA,NA,NA,NA
393,Heliothis zea NPV (HzSNPV),8/13/2096,2/12/2099,,,Meteorus leviventris,Viruses,DNA virus,Baculoviridae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,Heliothis zea NPV (HzSNPV),8/13/2096,2/12/2099,,,Musca domestica,Viruses,DNA virus,Baculoviridae,7370,Musca,Muscidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
395,Heliothis zea NPV (HzSNPV),8/13/2096,2/12/2099,,,Voria ruralis,Viruses,DNA virus,Baculoviridae,569102,Voria,Tachinidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
396,Heliothis zea NPV (HzSNPV),8/13/2096,2/12/2099,,,Hippodamia convergens,Viruses,DNA virus,Baculoviridae,64696,Hippodamia,Coccinellidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
397,Heliothis zea NPV (HzSNPV),8/13/2096,2/12/2099,,,Phaedon brassicae,Viruses,DNA virus,Baculoviridae,154011,Phaedon,Chrysomelidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
398,Heliothis zea NPV (HzSNPV),8/13/2096,2/12/2099,,,Chrysopa carnea,Viruses,DNA virus,Baculoviridae,189513,Chrysoperla,Chrysopidae,Neuroptera,Insecta,NA,NA,NA,NA,NA,NA
399,Heliothis zea NPV (HzSNPV),8/13/2096,2/12/2099,,,Geocoris pallens,Viruses,DNA virus,Baculoviridae,881461,Geocoris,Geocoridae,Hemiptera,Insecta,NA,NA,NA,NA,NA,NA
400,Heliothis zea NPV (HzSNPV),8/13/2096,2/12/2099,,,Laodelphax striatellus,Viruses,DNA virus,Baculoviridae,195883,Laodelphax,Delphacidae,Hemiptera,Insecta,NA,NA,NA,NA,NA,NA
401,Heliothis zea NPV (HzSNPV),8/13/2096,2/12/2099,,,Orius tristicolor,Viruses,DNA virus,Baculoviridae,82750,Orius,Anthocoridae,Hemiptera,Insecta,NA,NA,NA,NA,NA,NA
402,Heliothis zea NPV (HzSNPV),8/13/2096,2/12/2099,,,Nephotettix cincticeps,Viruses,DNA virus,Baculoviridae,94400,Nephotettix,Cicadellidae,Hemiptera,Insecta,NA,NA,NA,NA,NA,NA
403,Heliothis zea NPV (HzSNPV),8/13/2096,2/12/2099,,,Nilaparvata lugens,Viruses,DNA virus,Baculoviridae,108931,Nilaparvata,Delphacidae,Hemiptera,Insecta,NA,NA,NA,NA,NA,NA
404,Anagrapha falcifera NPV (AfMNPV),8/14/2096,2/12/2099,2 OB/mm2,Larva,Euchaetes egle,Viruses,DNA virus,Baculoviridae,214131,Euchaetes,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
405,Anagrapha falcifera NPV (AfMNPV),8/14/2096,2/12/2099,2.4 OB/mm2,Larva,Feltia jaculifera,Viruses,DNA virus,Baculoviridae,48986,Feltia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
406,Anagrapha falcifera NPV (AfMNPV),8/14/2096,2/12/2099,2.4 OB/mm2,Larva,Lacinipolia renigera,Viruses,DNA virus,Baculoviridae,56390,Lacinipolia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
407,Anagrapha falcifera NPV (AfMNPV),8/14/2096,12/28/2000,2 OB/mm2,Larva,Hypena scabra,Viruses,DNA virus,Baculoviridae,95219,Hypena,Erebidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
408,Anagrapha falcifera NPV (AfMNPV),8/14/2096,2/12/2099,2 OB/mm2,Larva,Symmerista albifrons,Viruses,DNA virus,Baculoviridae,56592,Symmerista,Notodontidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
409,Anagrapha falcifera NPV (AfMNPV),8/14/2096,2/12/2099,2 OB/mm2,Larva,Elasmopalpus lignosellus,Viruses,DNA virus,Baculoviridae,1511197,Elasmopalpus,Pyralidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
410,Anagrapha falcifera NPV (AfMNPV),8/14/2096,2/12/2099,2 OB/mm2,Larva,Ceratomia catalpae,Viruses,DNA virus,Baculoviridae,119246,Ceratomia,Sphingidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
411,Anagrapha falcifera NPV (AfMNPV),8/14/2096,2/12/2099,2 OB/mm2,Larva,Zygogramma suturalis,Viruses,DNA virus,Baculoviridae,216195,Zygogramma,Chrysomelidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
412,Anagrapha falcifera NPV (AfMNPV),8/14/2096,2/12/2099,7.7 OB/mm2,Larva,Chironomus riparius,Viruses,DNA virus,Baculoviridae,315576,Chironomus,Chironomidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
413,Anagrapha falcifera NPV (AfMNPV),8/14/2096,2/12/2099,2 OB/mm2,Larva,Musca domestica,Viruses,DNA virus,Baculoviridae,7370,Musca,Muscidae,Diptera,Insecta,NA,NA,NA,NA,NA,NA
414,Spodoptera exigua NPV  (SeMNPV),8/15/2096,2/12/2099,3.15 OB/mm2,Larva,Heliothis virescens,Viruses,DNA virus,Baculoviridae,7102,Heliothis,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
415,Spodoptera exigua NPV  (SeMNPV),8/15/2096,2/12/2099,3.15 OB/mm2,Larva,Spodoptera frugiperda,Viruses,DNA virus,Baculoviridae,7108,Spodoptera,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
416,Spodoptera exigua NPV  (SeMNPV),8/15/2096,2/12/2099,3.15 OB/mm2,Larva,Trichoplusia ni,Viruses,DNA virus,Baculoviridae,7111,Trichoplusia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
417,Plusia gamma NPV (PgSNPV),8/15/2096,12/13/2000,4.4 pibs/mm2,Larva,Trichoplusia ni,Viruses,DNA virus,Baculoviridae,7111,Trichoplusia,Noctuidae,Lepidoptera,Insecta,NA,NA,NA,NA,NA,NA
418,Bacillus sphaericus,8/15/2096,2/12/2099,,,Epiplatys bifasciatus,Bacteria,Spore-forming bacteria,Bacillaceae,446438,Epiplatys,Nothobranchiidae,Cyprinodontiformes,Actinopteri,1421,Lysinibacillus,Bacillaceae,Bacillales,Bacilli,NA
419,Bacillus sphaericus,8/15/2096,3/1/2099,,Larva,Simulium vittatum,Bacteria,Spore-forming bacteria,Bacillaceae,7192,Simulium,Simuliidae,Diptera,Insecta,1421,Lysinibacillus,Bacillaceae,Bacillales,Bacilli,NA
420,Bacillus sphaericus,8/15/2096,2/12/2099,,,Plodia interpunctella,Bacteria,Spore-forming bacteria,Bacillaceae,58824,Plodia,Pyralidae,Lepidoptera,Insecta,1421,Lysinibacillus,Bacillaceae,Bacillales,Bacilli,NA
421,Bacillus sphaericus,8/15/2096,2/12/2099,,,Lasioderma serricorne,Bacteria,Spore-forming bacteria,Bacillaceae,295660,Lasioderma,Anobiidae,Coleoptera,Insecta,1421,Lysinibacillus,Bacillaceae,Bacillales,Bacilli,NA
422,Bacillus sphaericus,8/15/2096,2/12/2099,,,Apis mellifera,Bacteria,Spore-forming bacteria,Bacillaceae,7460,Apis,Apidae,Hymenoptera,Insecta,1421,Lysinibacillus,Bacillaceae,Bacillales,Bacilli,NA
423,Bacillus popilliae,10/27/2096,2/12/2099,,,Amphimallon solstitialis,Bacteria,Spore-forming bacteria,Bacillaceae,360071,Amphimallon,Scarabaeidae,Coleoptera,Insecta,78057,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
424,Bacillus popilliae,10/27/2096,2/12/2099,,,Cetonia aurata,Bacteria,Spore-forming bacteria,Bacillaceae,290679,Cetonia,Scarabaeidae,Coleoptera,Insecta,78057,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
425,Bacillus popilliae,10/27/2096,2/12/2099,,,Lichnanthe vulpina,Bacteria,Spore-forming bacteria,Bacillaceae,NA,NA,NA,NA,NA,78057,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
426,Bacillus popilliae,10/27/2096,2/12/2099,,,Maladera castanea,Bacteria,Spore-forming bacteria,Bacillaceae,1254970,Maladera,Scarabaeidae,Coleoptera,Insecta,78057,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
427,Bacillus popilliae,10/27/2096,2/12/2099,,,Oryctes nasicornis,Bacteria,Spore-forming bacteria,Bacillaceae,465150,Oryctes,Scarabaeidae,Coleoptera,Insecta,78057,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
428,Bacillus popilliae,10/27/2096,2/12/2099,,,Phyllophaga fusca,Bacteria,Spore-forming bacteria,Bacillaceae,489802,Phyllophaga,Scarabaeidae,Coleoptera,Insecta,78057,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
429,Bacillus popilliae,10/27/2096,2/12/2099,,,Phyllophaga futilis,Bacteria,Spore-forming bacteria,Bacillaceae,489803,Phyllophaga,Scarabaeidae,Coleoptera,Insecta,78057,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
430,Bacillus popilliae,10/27/2096,2/12/2099,,,Phyllophaga hirticula,Bacteria,Spore-forming bacteria,Bacillaceae,703320,Phyllophaga,Scarabaeidae,Coleoptera,Insecta,78057,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
431,Bacillus popilliae,10/27/2096,2/12/2099,,,Phyllophaga inversa,Bacteria,Spore-forming bacteria,Bacillaceae,1890713,Phyllophaga,Scarabaeidae,Coleoptera,Insecta,78057,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
432,Bacillus popilliae,10/27/2096,2/12/2099,,,Phyllophaga rugosa,Bacteria,Spore-forming bacteria,Bacillaceae,1710757,Phyllophaga,Scarabaeidae,Coleoptera,Insecta,78057,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
433,Nosema epilachnae,11/10/2096,2/12/2099,,Adult,Coleomegilla maculata,Fungi,Microspora,Microsporea (Microsporida),279632,Coleomegilla,Coccinellidae,Coleoptera,Insecta,33693,Nosema,Nosematidae,NA,NA,Fungi
434,Nosema algerae,4/14/2097,2/12/2099,,,Psorophora ciliata,Fungi,Microspora,Microsporea (Microsporida),329106,Psorophora,Culicidae,Diptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
435,Nosema algerae,4/14/2097,2/12/2099,,,Toxorhynchites rutilus septentrionalis,Fungi,Microspora,Microsporea (Microsporida),53553,Toxorhynchites,Culicidae,Diptera,Insecta,723287,Anncaliia,Tubulinosematidae,NA,NA,Fungi
436,Aspergillus parasiticus,4/14/2097,2/12/2099,,EggLarvaPupa,Megachile rotundata,Fungi,Deuteromycetes,unknown,143995,Megachile,Megachilidae,Hymenoptera,Insecta,5067,Aspergillus,Aspergillaceae,Eurotiales,Eurotiomycetes,Fungi
437,Beauveria bassiana,4/14/2097,2/12/2099,,EggLarvaPupa,Megachile rotundata,Fungi,Deuteromycetes,unknown,143995,Megachile,Megachilidae,Hymenoptera,Insecta,176275,Beauveria,Cordycipitaceae,Hypocreales,Sordariomycetes,Fungi
438,Nosema whitei,6/12/2097,2/12/2099,6 spores / feeding arena (this dose is implied but not explicitly stated in the article),Larva,Hyalophora cecropia,Fungi,Microspora,Microsporea (Microsporida),7123,Hyalophora,Saturniidae,Lepidoptera,Insecta,235220,Nosema,Nosematidae,NA,NA,Fungi
439,Nosema whitei,6/12/2097,2/12/2099,6 spores / feeding arena (this dose is implied but not explicitly stated in the article),Larva,Samia cynthia,Fungi,Microspora,Microsporea (Microsporida),7127,Samia,Saturniidae,Lepidoptera,Insecta,235220,Nosema,Nosematidae,NA,NA,Fungi
440,Nosema whitei,6/12/2097,9/13/2000,6 spores / feeding arena (this dose is implied but not explicitly stated in the article),Larva,Manduca sexta,Fungi,Microspora,Microsporea (Microsporida),7130,Manduca,Sphingidae,Lepidoptera,Insecta,235220,Nosema,Nosematidae,NA,NA,Fungi
441,Nosema whitei,6/12/2097,2/12/2099,6 spores / feeding arena (this dose is implied but not explicitly stated in the article),Larva,Blaberus craniifer,Fungi,Microspora,Microsporea (Microsporida),6982,Blaberus,Blaberidae,Blattodea,Insecta,235220,Nosema,Nosematidae,NA,NA,Fungi
442,Nosema whitei,6/12/2097,2/12/2099,6 spores / feeding arena (this dose is implied but not explicitly stated in the article),Larva,Byrsotria fumigata,Fungi,Microspora,Microsporea (Microsporida),36947,Byrsotria,Blaberidae,Blattodea,Insecta,235220,Nosema,Nosematidae,NA,NA,Fungi
443,Nosema whitei,6/12/2097,2/12/2099,6 spores / feeding arena (this dose is implied but not explicitly stated in the article),Larva,Periplaneta americana,Fungi,Microspora,Microsporea (Microsporida),6978,Periplaneta,Blattidae,Blattodea,Insecta,235220,Nosema,Nosematidae,NA,NA,Fungi
444,Tetrahymena pyriformis,7/3/2097,2/12/2099,3 ciliates/ml larval medium,Larva,Aedes aegypti,Protozoa,Ciliophora,Oligohymenophorea (Hymenostomatida),7159,Aedes,Culicidae,Diptera,Insecta,5908,Tetrahymena,Tetrahymenidae,Hymenostomatida,Oligohymenophorea,NA
445,Bacillus popilliae,7/10/2097,9/13/2000,,Larva,Rhizotrogus majalis,Bacteria,Spore-forming bacteria,Bacillaceae,221092,Amphimallon,Scarabaeidae,Coleoptera,Insecta,78057,Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,NA
446,Bacillus euloomarahae,7/10/2097,2/12/2099,,Larva,Cetonia aurata,Bacteria,Spore-forming bacteria,Bacillaceae,290679,Cetonia,Scarabaeidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
447,Bacillus euloomarahae,7/10/2097,2/12/2099,,Larva,Melolontha melolontha,Bacteria,Spore-forming bacteria,Bacillaceae,7061,Melolontha,Scarabaeidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
448,Bacillus euloomarahae,7/10/2097,2/12/2099,,Larva,Oryctes nasicornis,Bacteria,Spore-forming bacteria,Bacillaceae,465150,Oryctes,Scarabaeidae,Coleoptera,Insecta,NA,NA,NA,NA,NA,NA
